class,text,language
2,"Lee ndị Fulani a niile na-egbu ndị ọzụzụ atụrụ na gọọmentị, ọ dịghị onye n'ime unu ga-agbapụ n'iwe nke Buhari na-agbatị oge ọchịchị IGP Adamu: Ihe ndị na-ebilite - Daily Post Nigeria LINK",igbo
1,"Perez Hilton, mo gbà pé... ọkùnrin yìí jẹ́ òǹrorò, ó lè fi àpáǹtà ṣe nǹkan, àmọ́ nígbà tó bá wá sí ipò tó ń gba nǹkan, ó máa ń fi ara rẹ̀ pa mọ́ ẹ̀wù LGBT... ó jẹ́ òmùgọ̀ ńlá",yoruba
1,"Na ga kadan daga wasan PSG kuma kamar yadda na saba, suna wasa da banza.",hausa
0,Amma Yoruba maza son Fat mata na...,hausa
2,"All i’ve learned the many years i’ve been alive is never trust a bitch because bitch spelled backwards is “hctib” and that shit don’t make sense, just like these bitches",english
0,"Ka m chewe, ịsa efere?"": Na-eme ihe m kpọrọ asị Chore""",igbo
1,Nna mechieonu Biko. Igbo ndị gbupụrụ nwoke Igbo ha anaghị akpọ onwe ha asị? Gịnị ụdị nzuzu a bụ? Unu ndị mmadụ na-efunahụ ndị mmadụ ngwa ngwa nkwado unu nwere otu oge.,igbo
0,": For the sake of peace, allow Biafra  - Northern Coalition tells Buhari LINK",english
1,"O ò ní ní láti máa ronú nípa bóyá o jẹ́ òpùrọ́ tàbí kò ní jẹ́, o jẹ́ òǹrorò kan tó ń ṣeré bí àpáta.",yoruba
2,Emi ko yoo fuck a non-ọkunrin Nigga Emi ko yoo purọ paapaa ti Nigga ti fo mi ati awọn bitches mi gbogbo ọna jade si Dubai,yoruba
1,very ugly,english
1,"Àwọn àjọ tí kò ní ìbòjútótó ẹ̀tọ́ àwọn ọkùnrin àti obìnrin tí wọ́n ń ṣe ìwé ìròyìn ń lo àwọn àjọ tí kò ní ìbòjútó ẹ̀tọ́ láti fi gbé ìpolongo lárugẹ kí wọ́n sì pa àwọn orílẹ̀-èdè run, àwọn àjọ tí kò ní ìbòjútó ẹ̀tọ́ àwọn obìnrin ń lo àwọn àjọ tí kò ní ìbòjútó ẹ̀tọ́ fún àwọn ọkùnrin àti obìnrin tí wọ́n ń ṣe ìwé ìròyìn láti fi gbé àwọn ìlànà èké tó ń sọni di aláàbọ̀ ara fún àwọn orílẹ̀-èdè tí kò sí ní Ìwọ̀ Oòrùn ayé.",yoruba
0,'Yan mata masu jarfa 😍😍,hausa
0,Pls what's happening to light ay Odunfa Street? Since Sunday afternoon no light.,english
2,They gatduated from the yoruba demon university  with 1st class,english
0,"The REALEST people, don't have a
 lot of friends.",english
0,": Anti-Islam film: ""A na-erefu ọkọlọtọ US ka ndị agha na-agbapụ ndị na-eme ngagharị iwe: O Onyenwe m!""",igbo
2,Wasu Yoruba mutane bastasrds. kana juya your sunan asali zuwa Oyibo harshe. Ademola &amp; Olamide bcom... LINK,hausa
2,": "": Aboki! "": True"": Most gay men in Nigeria are Igbo. """" ""very true!",english
0,"Ndị Naịjirịa nke ugwu ka ị na-eme ngwa ngwa ị na-ele ndị na-enye gị peanuts ma ghara ime ihe ha bu n'obi ime, ka ị na-eme ngwa ngwa ị nwere ike ịzọpụta ugwu..M na-ekwu echiche m..",igbo
0,Happy LINK kareem to all muslims brothers,english
1,"See the warped thinking!
Northerner 1st 
Foriegner 2nd 
Then any other Nigerian 
Somebody somewhere will tell me nigeria is one. LINK",english
2,"Tahh gbachi nkịtị"": *rolling* "": 90% nke Igbo ụmụ agbọghọ Fart n'oge Mmekọahụ. """"",igbo
1,"lmao, mumu girl, i tink sọ na odo ti henny o gba 4 ur ẹhin na",yoruba
0,"Kudancin Kaduna/Yoruba, ina cikin rikici tsakanin d da biyu. Ina son girmama Yoruba amma lokacin da dangi suka ziyarci, za su sa ni in zama marar hankali, suna son yin magana da Yoruba sosai.. Suna tallafawa kuma ƙaunarsu ga ɗakin oza ba ta nan😂😂",hausa
0,Ya kamata ya ba ta sarari Biko.,hausa
0,Kada ka yi mini magana.,hausa
2,"Olorun ko gba ọkunrin Fulani miiran lati jọba lori Naijiria ni ẹhin! Na only una follow come? Mo n fi ẹbi si guusu iwọ-oorun fun ifẹ ara wọn ti ko ṣe atilẹyin fun guusu ila-oorun ati gbigba fun guusu ti o wa ni apapọ! bibẹkọ ti, a ko ni ri iru irora yii lati ọdọ awọn Fulani olùṣọ-ajẹsìn!!",yoruba
2,"Ọ dị mfe iji machibido Twitter iwu, kwuputa IPOB dịka òtù ndị na-eyi ọha egwu mana ịkpọ ndị na-egbu ụfọdụ ndị na-egbu ọbara dịka òtù dị egwu bụ ọrụ karịrị akarị maka gọọmentị.",igbo
1,Èrò tí kò ní láárí,yoruba
0,"Mmiri na-ezo, ụmụ nwanyị na-etinye akpụkpọ ụkwụ ha n'isi ha ma na-aga ije na LINK",igbo
2,Ụfọdụ ndị bụ nkịta ha na-ata ndị ugwu ụta maka ihe ndị ha mere ndị Saịnaị Ndị ugwu bụ ndị aka ha dị ọcha ma ndịda na-achọ nsogbu lee otú ndịda na-enweghị obi si ata anyị ụta,igbo
1,Ị bụ onye omekome,igbo
0,: : I am looking to interview queer people living in Nigeria who have had any experience with gay conversi…,english
2,": Under , Nigeria is a Killing field for defenceless Christians. Fulani jihadist (Killer Fulani Herdsmen) have slau…",english
0,": , gwa ha ka ha kwụsị imebi iwu ụlọikpe free LINK",igbo
0,ff,english
1,No wenger ur lyf will scatter...so u know u dis 3 are our best starters.....stupid man!...ote!,english
1,Aljanin Yoruba 💔,hausa
0,È nwere ihe mere omatseye ji nọrọ ndụ?,igbo
1,"Àwọn ọ̀ràn kò lè mú kí àwọn èèyàn ṣẹ́gun, ńṣe ni èrò ọkàn máa ń mú kí wọ́n ṣẹ́gun!",yoruba
0,"""Ẹ jẹ́ ká sọ̀rọ̀ nípa bí ìwà òkùnkùn àti ìṣekúṣe ṣe pọ̀ tó ní orílẹ̀-èdè náà, àwọn tó wà ní Nàìjíríà ní Benin.",yoruba
2,"Laurreta bụ ajọ onye n'ihi na ọ na-akwado ndị ọzụzụ atụrụ ọjọọ, ndị na-egbu ọchụ.",igbo
2,"Tí ó bá jẹ́ ọmọkùnrin, ó jẹ́ ọba. Tí ó bá jẹ́ ọmọbìnrin, ó jẹ́ ọmọdékùnrin.",yoruba
0,Otu Jonathan ahụ nke were ụbọchị 18 ikweta na BH tọọrọ ụmụ agbọghọ Chibok,igbo
2,Daga baya Wasu matan Mumu za su ce maza ƙazanta ne,hausa
2,"Ina ganin gaskiyar ita ce, 'yan Arewa duk mutane ne masu banza ba tare da tunani mai kyau ba, shugaban Arewa 16 ba zai iya yin wani abu ba ga wahalarku kuma har yanzu kuna son Kudu ta zama kamar ku.",hausa
0,Ina fatan na iya shawo kan ku kuma kada ku rikice ku cewa...,hausa
2,"Sadly, what we really have now are not churches but shrines and occultic temples in plain disguise..that is why this babalawo's can do evil and still not feel remorse...Ask God to lead you to that best place of worship..above all be spirit sensitive..Test all spirits",english
2,: NIGERIA HAS TURN TO FULANI HERDSMEN ANIMAL KINGDOM SINCE BUHARI TOOK OVER POWER  LINK,english
1,"Wasu 'yan kabari daga yankin Okeogun ba sa fatan alheri ga Igboho na Lahadi. wannan mutumin, tare da jami'an tsaro na al'ada sun kori makiyayan Fulani daga gandun daji na Kisi, Igbeti da Igboho a bara kuma har yanzu muna da masu godiya daga yankinmu wadanda suka ga kokarinsa",hausa
0,"Ọ bụrụ na ị na-eme ihe dị mma, ọ ga-eme ka ị na-enwe obi ụtọ, ọ ga-eme ka ị na-enwe obi ụtọ, ọ ga-eme ka ị na-enwe obi ụtọ, ọ ga-eme ka ị na-enwe obi ụtọ"".",igbo
1,Blow is 100k and counting..wizkid is king! I don't know the nonsense you are saying.,english
0,"Hmm. Ya mere, ị na-akpa",igbo
2,"GAY OLOSHO DIARY ENTRY 001

Dear Bottoms; 

   Don’t stress your tops, except Oga tells U he likes taking off your clothes and looking forward to it, don’t be wearing jeans to hook ups, invest in bum shorts and sweat pants. They are very easy to take off or pull down 😌",english
0,M na-akwado Arsenal na ihe niile...,igbo
2,"Chief, these Efulefus and imported Fulanis in the north have phobia for Igbo men for no reason..
Ndi nzuzu nyere nu anyi efe",english
1,Ihe nzuzu .,igbo
0,Oga dezie ihe a na repost.,igbo
2,Northern people will exhibit their entitlement thing everywhere. Awon werey. Look at the guy's horse face.,english
1,Ọ̀daràn àjèjì,yoruba
0,lol yarba pickin,hausa
2,Ka Chineke gọzie ma chebe Sunday Igboho na ndị Yoruba niile nọ ebe ahụ na-echebe ndụ anyị na ihe onwunwe anyị site na ndị Fulani na-azụ atụrụ ndị na-eyi ọha egwu,igbo
2,"I will never fuck a non man ass Nigga 
I will never lie even if that Nigga flew me and my bitches all the way out to Dubai",english
0,"Ka yi hankali da wanda ka amince da shi a yau, har ma gishiri yana kama da sukari.",hausa
2,"Har yanzu ba mu samu ba a wannan kasa. Akwai wani abu da ba daidai ba ne da addinin Islama, idan ba duka ba, a kalla wani rukuni ..",hausa
2,"àwọn yorubá, tí ẹ bá gbọ́dọ̀ mọ̀, jẹ́ ẹni tó wà níṣọ̀kan, wọn kì í sì í tètè mú wọn wọ ipò oníwà ipá bí àwọn èèyàn tó wà ní ẹgbẹ́ yín ṣe ń ṣe. a jẹ́ ẹni tó ṣe pàtàkì ní ọ̀ràn ìṣèlú, ọrọ̀ ajé àti àṣà... ẹ̀yin èèyàn kàn fẹ́ àtìlẹ́yìn wa nìkan ni, ẹ kò sì lè fún irú àwọn aládàkàdekè yín ní èyí tí ẹ fẹ́.",yoruba
0,dagwi,english
0,Ba zan zo barci 4 your gida?,hausa
1,"Ị bụ akụkụ nke mkparịta ụka a, onye iberibe a, onye wetara gị ebe a na mbụ? onye kwuru obere Biafra ma ọ bụ APC ma ọ bụ PDP ebe a? Bịa ebe a ọzọ na okwu ụlọ akwụkwọ ọta akara ọzọ na m ga-agbaji isi gị nzuzu. Anyị na-ekwu banyere ịzọpụta Nigeria hre ị na-ekwu Nolywood",igbo
0,Chefuo banyere ezigbo... bụ a zuru ezu ngwugwu mmebi 😭,igbo
1,"It’s in their DNA deceive and deceive, back stabbers and enablers of evil -",english
0,Ọ dị mwute na foto dị n'aka ekpe nwetara ọtụtụ ihe nlebara anya ma ọ bụ nkatọ n'aka ndị ugwu karịa nke dị n'aka nri.,igbo
1,"Ó máa ń gbìyànjú láti kó ara rẹ̀ níjàánu, yóò sì máa fi ìwà tó dára hàn nígbà gbogbo.",yoruba
2,"Asin, sosai sosai ! "": Kai kawai wawa "": 82% na 'yan mata har yanzu farka a wannan lokaci ne Hoes. """"",hausa
0,: Hey Siri show me old money families with gay sons,english
1,"Baƙi suna ƙin baƙi, shii ba shi da ma'ana",hausa
0,"Kayan Oxford mai dacewa: Zara Akwai a Babban Farashi N15,000 Kyauta kyauta a Legas LINK",hausa
2,I don't blame South Africans.. some Igbo brothers always giving nigeria bad names.,english
0,akuna ma tata f d haters,english
0,O ṣẹ̀ṣẹ̀ gbé àwòrán kan jáde,yoruba
0,lẹ́yìn náà ni ó wá,yoruba
2,Alụmdi na nwunye nke ndị nwoke na ndị nwanyị na-emebi ihe bụ́ mmadụ.,igbo
2,Ba za ka iya yin mata ba daga wata ƙugiya .,hausa
0,"Obi ụtọ na ụbọchị ọmụmụ gị, nwanne m nwoke.",igbo
0,"Thanks to my wonderful friend , was really able to pour out my mind and feelings to her today.",english
2,"Dukanmu mun san cewa mutanen da ba a san su ba ne Fulani makiyaya, suna kashe wani ɗan ƙasa marar laifi.",hausa
0,"Ṣé Igbo ni, nyamiri?",yoruba
1,"Tó o bá rò pé Mbappe tó wà lọ́mọ ọdún mọ́kàndínlógún ló sún mọ́ Messi tó wà lọ́mọ ọdún mọ́kàndínlógún, kàn sọ fún mi kí n lè dá ẹ́ dúró.",yoruba
2,", asị m lesbo, m na-eme ka nnukwu wet ass lol",igbo
1,"Na shafe shekaru 3 a Lautech kuma zan iya tabbatar maka cewa sun fi dadi idan ka yi hulɗa da su a matsayin abokai🤣 amma idan kana so ka fita da wasu daga cikinsu, ka tabbata ka jefa gurasa a kan ruwa kuma bayan kwanaki da yawa, ba za ka iya samun wata alama ba. ko da na fuck, kawai zama abokai",hausa
0,Haske yana tafiya da sauri fiye da sauti. Wannan shine dalilin da ya sa wasu mutane suke bayyana masu haske har sai kun ji su magana. Don ƙarin bayani mai ban dariya bi ni Tacha. Fulani,hausa
2,Zambia prostitutes are in trouble!!,english
0,"With all our resources in Nigeria, majority of Nigerians shouldn't live like this...but all we have are ""rulers"" looting the country dry at the expense of other citizens. Also would we blame this woman if she was given 5,000 naira to sell her vote to either APC or PDP? LINK",english
1,Ọ ghaghị ịbụ onye ndọrọ ndọrọ ọchịchị nzuzu nke chere nke ahụ n'ezie.,igbo
2,Malos nìkan ló wà lábẹ́ ìsọfúnni tó wà lórí ìkànnì Twitter yìí tó ń sọ èrò òdì. ó fi hàn pé ẹ̀yin tó ń ronú lọ́nà tó yà kúrò lọ́kàn yín.,yoruba
0,"Ụgha: Nke a! "" Ị ga-akpọ a Hausa gurls malo ma ọ bụ ihe ọ bụla ma Hausa na-emepụta d kasị mma ụmụ agbọghọ na Nigeria",igbo
1,Mo ṣẹ̀ṣẹ̀ wá rí i pé ọ̀dàlẹ̀ ni ẹ́.,yoruba
0,"Mo jẹ Musulumi, ọ̀gá mi",yoruba
1,Gaa kwadebe ihe ị ga-eji mee ihe... ndị Naịjirịa na-adịghị arụ ọrụ bụ ndị na-enweghị ihe ọ bụla na-enweghị ihe ọ bụla na-eme.,igbo
0,Are you for real???,english
1,"Bari mu kasance masu gaskiya yawancin baƙar fata na Amurkawa kawai masu laushi ne kuma suna neman wasu mutane su zargi (ban da fararen fata ba, ba shakka) don matsalolin su.",hausa
1,Ekele dịrị Chineke na ị jụrụ ya ahụ gị!,igbo
2,"""Ojú ẹ̀ ń wò, gbogbo àwọn ọmọ Yorùbá tí wọ́n ń gbé níbí yìí ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyàn, wọ́n ń ṣe àríyànjiyànjiyàn, wọ́n ń ṣe àríyànjiyànjiyàn, wọ́n ń ṣe wọ́n ń ṣe wọ́n, wọ́n ń ṣe wọ́n ń ṣe wọ́n!",yoruba
1,"I dint upgrade my sim on time you people block me from making calls
What rubbish is this one? Ehn? My number is 08065015378 you people should send me my 1k or take your sim and Goan fry yam 🤬🤬🤬🤬",english
0,Nwa ehi mara mma .,igbo
0,Hapụ Trump pụọ na ya. Black na Dems ugbo kpebiri na-aga niile ịkpọasị na ya mgbe ya mmeri Nov 2016.,igbo
0,TESTIMONY OF A 15 YEAR OLD GIRL WHO CAME BACK FROM HELL LINK,english
1,Oga pụọ ebe a. m si Anambra ma Igbo bụ Igbo n'agbanyeghị steeti onye ahụ si. Ignos e don't rịọ ka a na-etinye na Delta. pụọ ebe a na nke a gị nzuzu echiche.,igbo
1,Fool,english
2,"Olam grains, àwọn ará Íńdíà wọ̀nyẹn ni àwọn ọ̀gá ẹrú ẹlẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹ́dẹdẹ́dẹ́dẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹdẹd",yoruba
2,"Ọ bụrụ na nwa agbọghọ ọ bụla akpọọ nwa okorobịa onye ụgha , ọ ghaghị ịbụ na o nwere ihe mere ya .",igbo
0,"we need anoda xollaboration wey badh pass dem,don papa jay we hungry for more",english
0,"Ko da a jihar Taraba inda na zauna shekaru biyu akwai kabilu sama da 100 kuma wani yanki a Taraba kabilun Hausa fulani ne ke mamaye shi, mafi yawansu Musulmai ne, babban birnin jihar Jaligo Musulmai ne ke mamaye shi.",hausa
0,: Mgbanahụ a machibidoro ịta nri n'ebe ndịda Naịjirịa 😁 ehi ndị a nọ nso n'ebe m bi n'obodo m taa na-awagharị na-agagharị...,igbo
0,"Ọ dịghị ụgha, naanị hapụ ihe mbụ na-abịakwasị gị n'uche!",igbo
1,Na san amma me zan iya yi shugabanmu ba ya ma san abin da ke faruwa a kasarsa 😔😔😔,hausa
1,"Ladies, ya kamata ka barci da dare kuma ba tweet saboda rashin barci weirdos dauki adv na your gaji jihar da kuma samun a cikin your dm.",hausa
0,"a nílò ohun tí a nílò láti ṣe iṣẹ́ wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa, a nílò ohun tí a nílò fún wa.",yoruba
2,This is the result we get for electing a northern extremist into power. He doesn't hide his northern agenda LINK,english
0,Ụzọ kasị mma isi mee ka ịhụnanya gị na-aga n'ihu bụ ịtụ anya ihe dị nta.,igbo
2,"LET THE WORLD HERE THIS, THE NIGERIA CUSTOMS ARE BUSY EXTORTING IGBO TRAVELERS. LINK",english
2,"they are mixture of indigenous Fulanis and some other invited Fulanis from Niger, Chad, Sudan and Mali. They were deliberately invited to join the evil Fulanis in Nigeria, fully backed by d FGN to carry out the evil plan",english
2,Ka auri ƙanƙanka,hausa
2,"Kai makaho ne kuma ba ka san karatu ba, kuma mutum ne na arewa, don haka ka yaba wa Buhari wanda ya sayi karin motar, ka manta da mutumin da ya gina hanyar dogo da motar ke tafiya a kanta... ba abin mamaki ba ne za ka zauna a inda ka ke.",hausa
2,"""A wani tushen da aka amince da shi sosai ya sanar da ni cewa Fulani 'yan ta'adda suna shirin kai hari ga al'ummomi uku na Oduma, Nenwe (dukansu a...",hausa
2,"Àmọ́, ""àwọn èèyàn YEYE"" wà ní orí òkè ìlàlóye ní ti ìdàgbàsókè ẹ̀dá èèyàn kárí ayé. Ní àkókò kan, àwọn èèyàn tó ń ṣe ohun tó burú jáì tí wọ́n sì ń ṣe ohun tó burú jáì ti wà ní ipò tó burú jù lọ nínú ìdàgbàsókè ẹ̀dá èèyàn ní Nàìjíríà.",yoruba
1,You are the one that doesn't have sense with the dumb statement you made. Point out the hausa or fulani name in my name and i will give you 20k right now. Useless animal,english
1,Wani ɗan luwaɗi a cikin wani circus,hausa
0,Kai ne kamar Hi......abeg mutane da gaske,hausa
0,"Ọ dịghị onye na 90s si North nwere ihe ndị ị na-ekwu. kwụsị ịgbasa ụgha. M gara ụlọ akwụkwọ na ọtụtụ Northerners na n'eziokwu, ha bụ ezigbo smart na amamiihe ụmụ okorobịa!!",igbo
1,"BBA kọ́ àwọn ọ̀dọ́ ní Áfíríkà láti máa kíyè sí i. Ẹ̀kọ́ nípa bí wọ́n ṣe lè mu sìgá, kí ẹ sì máa wò ó bí wọ́n ṣe lè sùn pọ̀ nínú ilé tí wọ́n ti fi ìdákẹ́kun pa mọ́.",yoruba
1,I am Igbo too. And you are very stupid calling   onye ara. She's right and you have to deal with what she said. Fool.,english
